#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bu_clean_atmosphere_desc;This planet has a natural atmosphere that contains a significant amount of oxygen, but no gasses naturally harmful to Terran life, making it perfect for human habitation.;;;;;;;;;;;;;x
ca_no_water;No Water;;;;;;;;;;;;;x
ct_no_water;No Water;;;;;;;;;;;;;x
tp_no_water;No Water;;;;;;;;;;;;;x
bu_no_water_desc;This planet has no natural hydrosphere.;;;;;;;;;;;;;x
ca_trace_water;Trace Water;;;;;;;;;;;;;x
ct_trace_water;Trace Water;;;;;;;;;;;;;x
tp_trace_water;Trace Water;;;;;;;;;;;;;x
bu_trace_water_desc;This planet has trace amounts of water.;;;;;;;;;;;;;x
ca_lakes;Lakes;;;;;;;;;;;;;x
ct_lakes;Lakes;;;;;;;;;;;;;x
tp_lakes;Lakes;;;;;;;;;;;;;x
bu_lakes_desc;This planet has small pockets of water.;;;;;;;;;;;;;x
ca_seas;Seas;;;;;;;;;;;;;x
ct_seas;Seas;;;;;;;;;;;;;x
tp_seas;Seas;;;;;;;;;;;;;x
bu_seas_desc;This planet has large pockets of water.;;;;;;;;;;;;;x
ca_oceans;Oceans;;;;;;;;;;;;;x
ct_oceans;Oceans;;;;;;;;;;;;;x
tp_oceans;Oceans;;;;;;;;;;;;;x
bu_oceans_desc;This planet has vast quantities of water.;;;;;;;;;;;;;x
ca_frozen;Frozen;;;;;;;;;;;;;x
ct_frozen;Frozen;;;;;;;;;;;;;x
tp_frozen;Frozen;;;;;;;;;;;;;x
bu_frozen_desc;This planet's surface temperature is far below the safe limits for human habitation, generally averaging in the double-digit Kelvins and never coming even close to the melting point of water. Colonists are completely dependent on heated buildings and travel across the surface is nearly impossible.;;;;;;;;;;;;;x
ca_cold;Cold;;;;;;;;;;;;;x
ct_cold;Cold;;;;;;;;;;;;;x
tp_cold;Cold;;;;;;;;;;;;;x
bu_cold_desc;This planet's surface temperature is just barely within or beyond the safe limits for human habitation. Colonists generally stay in sealed structures and put themselves at severe risk of hypothermia by venturing outside.;;;;;;;;;;;;;x
ca_cool;Cool;;;;;;;;;;;;;x
ct_cool;Cool;;;;;;;;;;;;;x
tp_cool;Cool;;;;;;;;;;;;;x
bu_cool_desc;This planet's surface temperature normally lies within the safe limits for human habitation, but is stil unnaturally and uncomfortably cold across much of the planet. Most of the population prefers to stay indoors, and wear winter gear when venturing outside.;;;;;;;;;;;;;x
ca_optimal_cold;Optimal Temperature;;;;;;;;;;;;;x
ct_optimal_cold;Optimal Temperature;;;;;;;;;;;;;x
tp_optimal_cold;Optimal Temperature;;;;;;;;;;;;;x
ca_burning;Burning;;;;;;;;;;;;;x
ct_burning;Burning;;;;;;;;;;;;;x
tp_burning;Burning;;;;;;;;;;;;;x
bu_burning_desc;This planet's surface temperature is far above the safe limits of human habitation - exposure usually results in death within seconds. The colonists live in sealed, cooled structures and travel across the surface is almost impossible.;;;;;;;;;;;;;x
ca_hot;Hot;;;;;;;;;;;;;x
ct_hot;Hot;;;;;;;;;;;;;x
tp_hot;Hot;;;;;;;;;;;;;x
bu_hot_desc;This planet's surface temperature straddles the upper bounds of human habitation - an egg can be boiled simply by placing it outside a cooled environment. The majority of the population lives inside said cooled environments.;;;;;;;;;;;;;x
ca_warm;Warm;;;;;;;;;;;;;x
ct_warm;Warm;;;;;;;;;;;;;x
tp_warm;Warm;;;;;;;;;;;;;x
bu_warm_desc;This planet's average surface temperature lies within the safe limits for human habitation, but is still uncomfortably hot. Colonists generally prefer to stay indoors, and air conditioning bills are quite high.;;;;;;;;;;;;;x
ca_optimal_hot;Optimal Temperature;;;;;;;;;;;;;x
ct_optimal_hot;Optimal Temperature;;;;;;;;;;;;;x
tp_optimal_hot;Optimal Temperature;;;;;;;;;;;;;x
ct_asteroids;Asteroid Belt;;;;;;;;;;;;;x
ct_asteroids_desc;The many asteroids near the station allow for mining to occur, resulting in increased income for the holder.;;;;;;;;;;;;;x
