pci_mk_iii_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pci_mk_iv;PCI Mk IV;;;;;;;;;;;;x
pci_mk_iv_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pci_mk_v;PCI Mk V;;;;;;;;;;;;x
pci_mk_v_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pluto_mk_i;Pluto Mk I;;;;;;;;;;;;x
pluto_mk_i_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a crytographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searchs incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_ii;Pluto Mk II;;;;;;;;;;;;x
pluto_mk_ii_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a crytographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searchs incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_iii;Pluto Mk III;;;;;;;;;;;;x
pluto_mk_iii_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a crytographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searchs incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_iv;Pluto Mk IV;;;;;;;;;;;;x
pluto_mk_iv_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a crytographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searchs incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_v;Pluto Mk V;;;;;;;;;;;;x
pluto_mk_v_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a crytographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searchs incoming data for potentially suspicious trends.;;;;;;;;;;;;x
thoth_mk_i;Thoth Mk I;;;;;;;;;;;;x
thoth_mk_i_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_ii;Thoth Mk II;;;;;;;;;;;;x
thoth_mk_ii_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_iii;Thoth Mk III;;;;;;;;;;;;x
thoth_mk_iii_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_iv;Thoth Mk IV;;;;;;;;;;;;x
thoth_mk_iv_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_v;Thoth Mk V;;;;;;;;;;;;x
thoth_mk_v_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
cybernetic_limb;Cybernetic Limb;;;;;;;;;;;;x
cybernetic_limb_desc;This character possesses at least one cyernetic prosthetic limb.;;;;;;;;;;;;x
full_cybernetic_conversion;Full Cybernetic Conversion;;;;;;;;;;;;x
full_cybernetic_conversion_desc;This character's entire biological body has been replaced with an artificial one - neurological continuity has been maintained, but every element of the host body is now fully cybernetic. While this procedure is entirely possible with modern surgical and electronics technology, common opinions of it range from 'extremely creepy' to 'abominable desecration of the human form' - even most dedicated Cyberneticists find full-body conversions to be at least somewhat disturbing.;;;;;;;;;;;;x
hiver_implant;Hiver Implant;;;;;;;;;;;;x
hiver_implant_desc;This character has been implanted with a Hiver Implant, a variation on the Direct Neural Interface that acts a direct connection to a distributed interstellar wireless network known as the Hive. The Hive is supposedly a gestalt of the many individuals that make it up, but suffers from a critical design flaw - it is incapable of reconciling the vast diversity of contrasting personalities and identities of its drones, and as a direct result, it suffers from severe schizophrenia.;;;;;;;;;;;;x
