#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ARCHERS_OFFENSIVE_FIRE;Troop Transport Attack;Attaque transport de troupe;;;;;;;;;;;;x
ARCHERS_DEFENSIVE_FIRE;Troop Transport Defense;D�fense transport de troupe;;;;;;;;;;;;x
CHAR_PRIEST;A scholar;Un pr�tre;Ein Priester;;Un sacerdote;;;;;;;;;x
CHAR_SOLDIER;A military officer;Un soldat;Ein Soldat;;Un soldado;;;;;;;;;x
CHAR_STEWARD;An accountant;Un Intendant;Ein Verwalter;;Un noble;;;;;;;;;x
CHAR_INTRIGUER;An intelligence agent;Un intrigant;Ein Intrigant;;Un conspirador;;;;;;;;;x
CHAR_DIPLOMAT;A diplomat;Un diplomate;Ein Diplomat;;Un diplom�tico;;;;;;;;;x
ACTION_DESC;In $LOCATION$ to $ACTION$;� $LOCATION$ pour $ACTION$;In $LOCATION$ f�E: $ACTION$;;En $LOCATION$ para $ACTION$;;;;;;;;;x
BESIEGED_LEADER_DESC;Defending $BARONY$, $LOCATION$;D�fend $BARONY$, $LOCATION$;Verteidigt $BARONY$, $LOCATION$;;Defendiendo $BARONY$, $LOCATION$;;;;;;;;;x
GENERAL_LEADER_DESC;Commanding the fleet in $LOCATION$;M�ne des troupes �E$LOCATION$;F�Ert Truppen in $LOCATION$ an;;Liderando tropas en $LOCATION$;;;;;;;;;x
BEING_TUTORED_DESC;Tutored by $TUTOR$ in $LOCATION$;�duqu�Ee) par $TUTOR$ �E$LOCATION$;Unterrichtet von $TUTOR$ in $LOCATION$;;Bajo la tutela de $TUTOR$ en $LOCATION$;;;;;;;;;x
IMPRISONED_BY_DESC;Imprisoned by $JAILOR$ in $LOCATION$;Emprisonn�Ee) par $JAILOR$ in $LOCATION$;Eingekerkert von $JAILOR$ in $LOCATION$;;Encarcelado por $JAILOR$ en $LOCATION$;;;;;;;;;x
AT_COURT_DESC;Residing on $BARONY$, $PROVINCE$;� la Cour de $BARONY$, $PROVINCE$;Am Hof in $BARONY$, $PROVINCE$;;En la corte de $BARONY$, $PROVINCE$;;;;;;;;;x
HOLDING_COURT_DESC;Reigning on $BARONY$, $LOCATION$;R�gne sur $BARONY$, $LOCATION$;Regiert in $BARONY$, $LOCATION$;;Gobernando en $BARONY$, $LOCATION$;;;;;;;;;x
LANDLESS_COURT_DESC;Residing in $LOCATION$;R�side �E$LOCATION$;Residiert in $LOCATION$;;Residiendo en $LOCATION$;;;;;;;;;x
DEAD_SINCE_DESC;Dead since $DATE$;Mort(e) depuis $DATE$;Tot seit $DATE$;;Muerto desde el $DATE$;;;;;;;;;x
SIEGE_OF;Invasion of $PROVINCE$;Si�ge de $PROVINCE$;Belagerung von $PROVINCE$;;Asedio de $PROVINCE$;;;;;;;;;x
MERCENARIES;PMCs;PMCs;PMCs;;PMCs;;;;;;;;;x
MERCENARIES_CAP;PMCs;PMCs;PMCs;;PMCs;;;;;;;;;x
MIL_MERCANARIES;PMCs;PMCs;PMCs;;PMCs;;;;;;;;;x
